TestCaseID,API,Method,Endpoint,Category,Preconditions,Input,ExpectedResult,Priority,Source,AuditStatus,AuditReasoning,ActualResult,PassFail,BugRef,Notes
TC-PROFILE-011,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": null, ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Null handling for name is not specified.,,,,"Sub-domains: P-NAME-06, P-PHONE-01, P-ADDR-01, P-AUTH-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-011.md"
TC-PROFILE-012,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": 12345, ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,"JSON type for name is not specified (example is a string, not a type constraint).",,,,"Sub-domains: P-NAME-07, P-PHONE-01, P-ADDR-01, P-AUTH-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-012.md"
TC-PROFILE-013,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",No maximum length/quantity is specified. Do not expect accept or reject. Record actual behaviour.,Low,AI,INCOMPLETE,FR-04 does not define a max name length. The generated case still told the tester to expect accept (200).,,,,"Sub-domains: P-NAME-09, P-PHONE-01, P-ADDR-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-013.md"
TC-PROFILE-014,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""091234567""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,9 digits is outside FR-04's 10–11. The generated HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-03, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-014.md"
TC-PROFILE-015,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""091234567890""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,12 digits is outside FR-04's 10–11. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-04, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-015.md"
TC-PROFILE-016,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""1912345678""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,"Does not start with 0, so it is not a valid FR-04 phone. HTTP 400 is not specified.",,,,"Sub-domains: P-PHONE-05, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-016.md"
TC-PROFILE-017,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": """"}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,"Empty string is not 10–11 digits starting with 0, so it fails the stated phone rule (this is format, not an assumed 'required' flag). HTTP 400 is not specified.",,,,"Sub-domains: P-PHONE-06, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-017.md"
TC-PROFILE-018,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM""}}","phone is not specified as required on every PUT. Do not expect rejection. If a phone is stored afterwards, it must still be a FR-04-valid phone when one is present.",High,AI,INVALID,Omitting phone is not the same as submitting an invalid phone. Partial update is not forbidden. Required-on-PUT was assumed.,,,,"Sub-domains: P-PHONE-07, P-NAME-01, P-ADDR-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-018.md"
TC-PROFILE-019,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""09ab345678""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,FR-04 requires digits (chữ số). Letters are outside that set. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-08, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-019.md"
TC-PROFILE-020,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912-345-678""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,Separators are not 10–11 digits. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-09, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-020.md"
TC-PROFILE-021,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""+84912345678""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,+84… does not start with 0. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-10, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-021.md"
TC-PROFILE-022,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": "" 0912345678""}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,A leading space means the value does not start with 0. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-11, P-NAME-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-022.md"
TC-PROFILE-023,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": null}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,High,AI,INCOMPLETE,"If phone is sent, FR-04's valid form applies; null is not that form. Generated HTTP 400 is not specified.",,,,"Sub-domains: P-PHONE-12, P-NAME-01, P-ADDR-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-023.md"
TC-PROFILE-024,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": 912345678}}",The submitted phone is not a valid FR-04 phone (must start with 0 and be 10–11 digits). GET /api/users/me must not persist this value as phone. HTTP status and error body are not specified.,Medium,AI,INCOMPLETE,JSON number 912345678 is not a digit string starting with 0. HTTP 400 is not specified.,,,,"Sub-domains: P-PHONE-13, P-NAME-01, P-ADDR-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-024.md"
TC-PROFILE-025,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": """", ""phone"": ""0912345678""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,No non-empty rule is stated for shipping_address.,,,,"Sub-domains: P-ADDR-03, P-NAME-01, P-PHONE-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-025.md"
TC-PROFILE-026,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""phone"": ""0912345678""}}",shipping_address is not specified as required. Do not expect rejection. Record what happens to the stored address.,Medium,AI,INVALID,"shipping_address is listed as updatable, not as mandatory on every PUT.",,,,"Sub-domains: P-ADDR-04, P-NAME-01, P-PHONE-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-026.md"
TC-PROFILE-027,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": null, ""phone"": ""0912345678""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,Null handling for shipping_address is not specified.,,,,"Sub-domains: P-ADDR-05, P-NAME-01, P-PHONE-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-027.md"
TC-PROFILE-028,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"", ""phone"": ""0912345678""}}",No maximum length/quantity is specified. Do not expect accept or reject. Record actual behaviour.,Low,AI,INCOMPLETE,No max address length is specified. Generated case expected accept.,,,,"Sub-domains: P-ADDR-06, P-NAME-01, P-PHONE-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-028.md"
TC-PROFILE-029,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Do not send a token.,"{""headers"": {""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The endpoint requires a valid JWT (API spec Authorization note; SEC-02; FR-04 requires a logged-in user). The profile / cart / user-list must not change. HTTP status (401 vs 403 vs other) is not specified.,High,AI,INCOMPLETE,Token is required (API spec Users section; SEC-02). Generated HTTP 401 is not specified.,,,,Sub-domains: P-AUTH-03 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-029.md
TC-PROFILE-030,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!.,"{""headers"": {""Authorization"": ""Bearer "", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The endpoint requires a valid JWT (API spec Authorization note; SEC-02; FR-04 requires a logged-in user). The profile / cart / user-list must not change. HTTP status (401 vs 403 vs other) is not specified.,High,AI,INCOMPLETE,Empty Bearer is not a valid JWT (SEC-02). HTTP 401 is not specified.,,,,Sub-domains: P-AUTH-04 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-030.md
TC-PROFILE-031,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!.,"{""headers"": {""Authorization"": ""Bearer not-a-jwt"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The endpoint requires a valid JWT (API spec Authorization note; SEC-02; FR-04 requires a logged-in user). The profile / cart / user-list must not change. HTTP status (401 vs 403 vs other) is not specified.,High,AI,INCOMPLETE,Malformed token is not a valid JWT (SEC-02). HTTP 403/401 is not specified.,,,,Sub-domains: P-AUTH-05 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-031.md
